sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_locale,sy_dist
2,4,0,Transit,2014,Space,349.5490000
2,4,0,Transit,2014,Space,349.5490000
2,4,0,Transit,2014,Space,349.5490000
2,4,0,Transit,2014,Space,349.5490000
2,4,0,Transit,2014,Space,349.5490000
2,4,0,Transit,2014,Space,349.5490000
2,4,0,Transit,2016,Space,349.5490000
2,4,0,Transit,2016,Space,349.5490000
2,4,0,Transit,2016,Space,349.5490000
2,4,0,Transit,2016,Space,349.5490000
2,4,0,Transit,2016,Space,349.5490000
2,4,0,Transit,2016,Space,349.5490000
2,4,0,Transit,2016,Space,349.5490000
2,4,0,Transit,2016,Space,349.5490000
1,1,0,Transit,2016,Space,647.4240000
1,1,0,Transit,2016,Space,647.4240000
1,1,0,Transit,2016,Space,647.4240000
1,1,0,Transit,2016,Space,647.4240000
1,1,0,Transit,2016,Space,647.4240000
1,1,0,Transit,2016,Space,647.4240000
1,1,0,Transit,2016,Space,647.4240000
1,1,0,Transit,2016,Space,647.4240000
1,1,0,Transit,2016,Space,647.4240000
1,3,0,Transit,2016,Space,769.1460000
1,3,0,Transit,2016,Space,769.1460000
1,3,0,Transit,2016,Space,769.1460000
1,3,0,Transit,2016,Space,769.1460000
1,3,0,Transit,2016,Space,769.1460000
1,3,0,Transit,2016,Space,769.1460000
1,3,0,Transit,2016,Space,769.1460000
1,3,0,Transit,2016,Space,769.1460000
1,3,0,Transit,2016,Space,769.1460000
1,3,0,Transit,2016,Space,769.1460000
1,3,0,Transit,2016,Space,769.1460000
1,3,0,Transit,2016,Space,769.1460000
1,3,0,Transit,2016,Space,769.1460000
1,3,0,Transit,2016,Space,769.1460000
1,3,0,Transit,2016,Space,769.1460000
1,3,0,Transit,2016,Space,769.1460000
1,3,0,Transit,2016,Space,769.1460000
1,3,0,Transit,2016,Space,769.1460000
1,3,0,Transit,2016,Space,769.1460000
1,3,0,Transit,2016,Space,769.1460000
1,3,0,Transit,2021,Space,769.1460000
1,3,0,Transit,2021,Space,769.1460000
1,3,0,Transit,2021,Space,769.1460000
1,3,0,Transit,2021,Space,769.1460000
1,3,0,Transit,2021,Space,769.1460000
1,3,0,Transit,2021,Space,769.1460000
1,3,0,Transit,2021,Space,769.1460000
1,3,0,Transit,2021,Space,769.1460000
1,2,0,Transit,2016,Space,1350.3200000
1,2,0,Transit,2016,Space,1350.3200000
1,2,0,Transit,2016,Space,1350.3200000
1,2,0,Transit,2016,Space,1350.3200000
1,2,0,Transit,2016,Space,1350.3200000
1,2,0,Transit,2016,Space,1350.3200000
1,2,0,Transit,2016,Space,1350.3200000
1,2,0,Transit,2016,Space,1350.3200000
1,2,0,Transit,2016,Space,1350.3200000
1,2,0,Transit,2021,Space,1350.3200000
1,2,0,Transit,2021,Space,1350.3200000
1,2,0,Transit,2021,Space,1350.3200000
1,2,0,Transit,2021,Space,1350.3200000
1,2,0,Transit,2021,Space,1350.3200000
1,2,0,Transit,2021,Space,1350.3200000
1,2,0,Transit,2021,Space,1350.3200000
1,1,0,Transit,2016,Space,465.4170000
1,1,0,Transit,2016,Space,465.4170000
1,1,0,Transit,2016,Space,465.4170000
1,1,0,Transit,2016,Space,465.4170000
1,1,0,Transit,2016,Space,465.4170000
1,1,0,Transit,2016,Space,465.4170000
1,1,0,Transit,2016,Space,465.4170000
1,1,0,Transit,2016,Space,465.4170000
1,1,0,Transit,2016,Space,465.4170000
1,1,0,Transit,2016,Space,465.4170000
1,1,0,Transit,2016,Space,481.6670000
1,1,0,Transit,2016,Space,481.6670000
1,1,0,Transit,2016,Space,481.6670000
1,1,0,Transit,2016,Space,481.6670000
1,1,0,Transit,2016,Space,481.6670000
1,1,0,Transit,2016,Space,481.6670000
1,1,0,Transit,2016,Space,481.6670000
1,1,0,Transit,2016,Space,481.6670000
1,1,0,Transit,2016,Space,481.6670000
1,1,0,Transit,2016,Space,973.3680000
1,1,0,Transit,2016,Space,973.3680000
1,1,0,Transit,2016,Space,973.3680000
1,1,0,Transit,2016,Space,973.3680000
1,1,0,Transit,2016,Space,973.3680000
1,1,0,Transit,2016,Space,973.3680000
1,1,0,Transit,2016,Space,973.3680000
1,1,0,Transit,2016,Space,973.3680000
1,1,0,Transit,2016,Space,973.3680000
1,1,0,Transit,2016,Space,973.3680000
1,1,0,Transit,2016,Space,698.3260000
1,1,0,Transit,2016,Space,698.3260000
1,1,0,Transit,2016,Space,698.3260000
1,1,0,Transit,2016,Space,698.3260000
1,1,0,Transit,2016,Space,698.3260000
1,1,0,Transit,2016,Space,698.3260000
1,1,0,Transit,2016,Space,698.3260000
1,1,0,Transit,2016,Space,698.3260000
1,1,0,Transit,2016,Space,698.3260000
1,1,0,Transit,2016,Space,698.3260000
1,1,0,Transit,2016,Space,678.0690000
1,1,0,Transit,2016,Space,678.0690000
1,1,0,Transit,2016,Space,678.0690000
1,1,0,Transit,2016,Space,678.0690000
1,1,0,Transit,2016,Space,678.0690000
1,1,0,Transit,2016,Space,678.0690000
1,1,0,Transit,2016,Space,678.0690000
1,1,0,Transit,2016,Space,678.0690000
1,1,0,Transit,2016,Space,678.0690000
1,1,0,Transit,2016,Space,813.5430000
1,1,0,Transit,2016,Space,813.5430000
1,1,0,Transit,2016,Space,813.5430000
1,1,0,Transit,2016,Space,813.5430000
1,1,0,Transit,2016,Space,813.5430000
1,1,0,Transit,2016,Space,813.5430000
1,1,0,Transit,2016,Space,813.5430000
1,1,0,Transit,2016,Space,813.5430000
1,1,0,Transit,2016,Space,813.5430000
1,1,0,Transit,2016,Space,588.0370000
1,1,0,Transit,2016,Space,588.0370000
1,1,0,Transit,2016,Space,588.0370000
1,1,0,Transit,2016,Space,588.0370000
1,1,0,Transit,2016,Space,588.0370000
1,1,0,Transit,2016,Space,588.0370000
1,1,0,Transit,2016,Space,588.0370000
1,1,0,Transit,2016,Space,588.0370000
1,1,0,Transit,2016,Space,588.0370000
1,1,0,Transit,2016,Space,588.0370000
1,2,0,Transit,2014,Space,653.6000000
1,2,0,Transit,2014,Space,653.6000000
1,2,0,Transit,2014,Space,653.6000000
1,2,0,Transit,2014,Space,653.6000000
1,2,0,Transit,2014,Space,653.6000000
1,2,0,Transit,2014,Space,653.6000000
1,2,0,Transit,2014,Space,653.6000000
1,2,0,Transit,2014,Space,653.6000000
1,2,0,Transit,2014,Space,653.6000000
1,2,0,Transit,2014,Space,653.6000000
1,2,0,Transit,2014,Space,653.6000000
1,2,0,Transit,2014,Space,653.6000000
1,2,0,Transit,2014,Space,653.6000000
1,2,0,Transit,2014,Space,653.6000000
1,2,0,Transit,2014,Space,653.6000000
1,2,0,Transit,2014,Space,653.6000000
1,2,0,Transit,2014,Space,653.6000000
1,2,0,Transit,2014,Space,653.6000000
1,2,0,Transit,2014,Space,653.6000000
1,2,0,Transit,2014,Space,653.6000000
1,2,0,Transit,2014,Space,653.6000000
1,2,0,Transit,2014,Space,653.6000000
1,1,0,Transit,2016,Space,1720.4800000
1,1,0,Transit,2016,Space,1720.4800000
1,1,0,Transit,2016,Space,1720.4800000
1,1,0,Transit,2016,Space,1720.4800000
1,1,0,Transit,2016,Space,1720.4800000
1,1,0,Transit,2016,Space,1720.4800000
1,1,0,Transit,2016,Space,1720.4800000
1,1,0,Transit,2016,Space,1720.4800000
1,1,0,Transit,2016,Space,1720.4800000
1,1,0,Transit,2016,Space,1720.4800000
1,1,0,Transit,2016,Space,319.1970000
1,1,0,Transit,2016,Space,319.1970000
1,1,0,Transit,2016,Space,319.1970000
1,1,0,Transit,2016,Space,319.1970000
1,1,0,Transit,2016,Space,319.1970000
1,1,0,Transit,2016,Space,319.1970000
1,1,0,Transit,2016,Space,319.1970000
1,1,0,Transit,2016,Space,319.1970000
1,1,0,Transit,2016,Space,319.1970000
1,1,0,Transit,2016,Space,528.6850000
1,1,0,Transit,2016,Space,528.6850000
1,1,0,Transit,2016,Space,528.6850000
1,1,0,Transit,2016,Space,528.6850000
1,1,0,Transit,2016,Space,528.6850000
1,1,0,Transit,2016,Space,528.6850000
1,1,0,Transit,2016,Space,528.6850000
1,1,0,Transit,2016,Space,528.6850000
1,1,0,Transit,2016,Space,528.6850000
1,1,0,Transit,2016,Space,528.6850000
1,1,0,Transit,2016,Space,932.4460000
1,1,0,Transit,2016,Space,932.4460000
1,1,0,Transit,2016,Space,932.4460000
1,1,0,Transit,2016,Space,932.4460000
1,1,0,Transit,2016,Space,932.4460000
1,1,0,Transit,2016,Space,932.4460000
1,1,0,Transit,2016,Space,932.4460000
1,1,0,Transit,2016,Space,932.4460000
1,1,0,Transit,2016,Space,932.4460000
1,1,0,Transit,2016,Space,932.4460000
1,1,0,Transit,2016,Space,1223.0400000
1,1,0,Transit,2016,Space,1223.0400000
1,1,0,Transit,2016,Space,1223.0400000
1,1,0,Transit,2016,Space,1223.0400000
1,1,0,Transit,2016,Space,1223.0400000
1,1,0,Transit,2016,Space,1223.0400000
1,1,0,Transit,2016,Space,1223.0400000
1,1,0,Transit,2016,Space,1223.0400000
1,1,0,Transit,2016,Space,1223.0400000
1,1,0,Transit,2016,Space,1223.0400000
1,1,0,Transit,2016,Space,621.8530000
1,1,0,Transit,2016,Space,621.8530000
1,1,0,Transit,2016,Space,621.8530000
1,1,0,Transit,2016,Space,621.8530000
1,1,0,Transit,2016,Space,621.8530000
1,1,0,Transit,2016,Space,621.8530000
1,1,0,Transit,2016,Space,621.8530000
1,1,0,Transit,2016,Space,621.8530000
1,1,0,Transit,2016,Space,621.8530000
1,2,0,Transit,2016,Space,1126.6400000
1,2,0,Transit,2016,Space,1126.6400000
1,2,0,Transit,2016,Space,1126.6400000
1,2,0,Transit,2016,Space,1126.6400000
1,2,0,Transit,2016,Space,1126.6400000
1,2,0,Transit,2016,Space,1126.6400000
1,2,0,Transit,2016,Space,1126.6400000
1,2,0,Transit,2016,Space,1126.6400000
1,2,0,Transit,2016,Space,1126.6400000
1,2,0,Transit,2016,Space,1126.6400000
1,2,0,Transit,2016,Space,1126.6400000
1,2,0,Transit,2016,Space,1126.6400000
1,2,0,Transit,2016,Space,1126.6400000
1,2,0,Transit,2016,Space,1126.6400000
1,2,0,Transit,2016,Space,1126.6400000
1,2,0,Transit,2016,Space,1126.6400000
1,2,0,Transit,2016,Space,1126.6400000
1,2,0,Transit,2016,Space,1126.6400000
1,2,0,Transit,2016,Space,1126.6400000
1,1,0,Transit,2016,Space,601.6290000
1,1,0,Transit,2016,Space,601.6290000
1,1,0,Transit,2016,Space,601.6290000
1,1,0,Transit,2016,Space,601.6290000
1,1,0,Transit,2016,Space,601.6290000
1,1,0,Transit,2016,Space,601.6290000
1,1,0,Transit,2016,Space,601.6290000
1,1,0,Transit,2016,Space,601.6290000
1,1,0,Transit,2016,Space,601.6290000
1,1,0,Transit,2016,Space,601.6290000
1,1,0,Transit,2016,Space,753.2600000
1,1,0,Transit,2016,Space,753.2600000
1,1,0,Transit,2016,Space,753.2600000
1,1,0,Transit,2016,Space,753.2600000
1,1,0,Transit,2016,Space,753.2600000
1,1,0,Transit,2016,Space,753.2600000
1,1,0,Transit,2016,Space,753.2600000
1,1,0,Transit,2016,Space,753.2600000
1,1,0,Transit,2016,Space,753.2600000
1,1,0,Transit,2016,Space,371.0490000
1,1,0,Transit,2016,Space,371.0490000
1,1,0,Transit,2016,Space,371.0490000
1,1,0,Transit,2016,Space,371.0490000
1,1,0,Transit,2016,Space,371.0490000
1,1,0,Transit,2016,Space,371.0490000
1,1,0,Transit,2016,Space,371.0490000
1,1,0,Transit,2016,Space,371.0490000
1,1,0,Transit,2016,Space,371.0490000
1,2,0,Transit,2014,Space,334.7970000
1,2,0,Transit,2014,Space,334.7970000
1,2,0,Transit,2014,Space,334.7970000
1,2,0,Transit,2014,Space,334.7970000
1,2,0,Transit,2014,Space,334.7970000
1,2,0,Transit,2014,Space,334.7970000
1,2,0,Transit,2014,Space,334.7970000
1,2,0,Transit,2014,Space,334.7970000
1,2,0,Transit,2014,Space,334.7970000
1,2,0,Transit,2014,Space,334.7970000
1,2,0,Transit,2014,Space,334.7970000
1,2,0,Transit,2014,Space,334.7970000
1,2,0,Transit,2014,Space,334.7970000
1,2,0,Transit,2014,Space,334.7970000
1,2,0,Transit,2014,Space,334.7970000
1,2,0,Transit,2014,Space,334.7970000
1,2,0,Transit,2014,Space,334.7970000
1,2,0,Transit,2014,Space,334.7970000
1,2,0,Transit,2014,Space,334.7970000
1,2,0,Transit,2014,Space,334.7970000
1,2,0,Transit,2014,Space,334.7970000
1,2,0,Transit,2014,Space,334.7970000
1,2,0,Transit,2014,Space,334.7970000
1,1,0,Transit,2016,Space,981.7790000
1,1,0,Transit,2016,Space,981.7790000
1,1,0,Transit,2016,Space,981.7790000
1,1,0,Transit,2016,Space,981.7790000
1,1,0,Transit,2016,Space,981.7790000
1,1,0,Transit,2016,Space,981.7790000
1,1,0,Transit,2016,Space,981.7790000
1,1,0,Transit,2016,Space,981.7790000
1,1,0,Transit,2016,Space,981.7790000
2,1,0,Transit,2016,Space,476.9570000
2,1,0,Transit,2016,Space,476.9570000
2,1,0,Transit,2016,Space,476.9570000
2,1,0,Transit,2016,Space,476.9570000
2,1,0,Transit,2016,Space,476.9570000
2,1,0,Transit,2016,Space,476.9570000
2,1,0,Transit,2016,Space,476.9570000
2,1,0,Transit,2016,Space,476.9570000
2,1,0,Transit,2016,Space,476.9570000
2,1,0,Transit,2016,Space,476.9570000
1,1,0,Transit,2016,Space,890.7240000
1,1,0,Transit,2016,Space,890.7240000
1,1,0,Transit,2016,Space,890.7240000
1,1,0,Transit,2016,Space,890.7240000
1,1,0,Transit,2016,Space,890.7240000
1,1,0,Transit,2016,Space,890.7240000
1,1,0,Transit,2016,Space,890.7240000
1,1,0,Transit,2016,Space,890.7240000
1,1,0,Transit,2016,Space,890.7240000
1,1,0,Transit,2016,Space,1756.7100000
1,1,0,Transit,2016,Space,1756.7100000
1,1,0,Transit,2016,Space,1756.7100000
1,1,0,Transit,2016,Space,1756.7100000
1,1,0,Transit,2016,Space,1756.7100000
1,1,0,Transit,2016,Space,1756.7100000
1,1,0,Transit,2016,Space,1756.7100000
1,1,0,Transit,2016,Space,1756.7100000
1,1,0,Transit,2016,Space,1756.7100000
1,1,0,Transit,2016,Space,853.9590000
1,1,0,Transit,2016,Space,853.9590000
1,1,0,Transit,2016,Space,853.9590000
1,1,0,Transit,2016,Space,853.9590000
1,1,0,Transit,2016,Space,853.9590000
1,1,0,Transit,2016,Space,853.9590000
1,1,0,Transit,2016,Space,853.9590000
1,1,0,Transit,2016,Space,853.9590000
1,1,0,Transit,2016,Space,853.9590000
1,1,0,Transit,2016,Space,853.9590000
1,1,0,Transit,2016,Space,1355.0200000
1,1,0,Transit,2016,Space,1355.0200000
1,1,0,Transit,2016,Space,1355.0200000
1,1,0,Transit,2016,Space,1355.0200000
1,1,0,Transit,2016,Space,1355.0200000
1,1,0,Transit,2016,Space,1355.0200000
1,1,0,Transit,2016,Space,1355.0200000
1,1,0,Transit,2016,Space,1355.0200000
1,1,0,Transit,2016,Space,1355.0200000
1,1,0,Transit,2016,Space,1355.0200000
1,1,0,Transit,2016,Space,843.7010000
1,1,0,Transit,2016,Space,843.7010000
1,1,0,Transit,2016,Space,843.7010000
1,1,0,Transit,2016,Space,843.7010000
1,1,0,Transit,2016,Space,843.7010000
1,1,0,Transit,2016,Space,843.7010000
1,1,0,Transit,2016,Space,843.7010000
1,1,0,Transit,2016,Space,843.7010000
1,1,0,Transit,2016,Space,843.7010000
1,1,0,Transit,2016,Space,
1,1,0,Transit,2016,Space,
1,1,0,Transit,2016,Space,
1,1,0,Transit,2016,Space,
1,1,0,Transit,2016,Space,
1,1,0,Transit,2016,Space,
1,1,0,Transit,2016,Space,
1,1,0,Transit,2016,Space,
1,1,0,Transit,2016,Space,
1,1,0,Transit,2016,Space,1213.8200000
1,1,0,Transit,2016,Space,1213.8200000
1,1,0,Transit,2016,Space,1213.8200000
1,1,0,Transit,2016,Space,1213.8200000
1,1,0,Transit,2016,Space,1213.8200000
1,1,0,Transit,2016,Space,1213.8200000
1,1,0,Transit,2016,Space,1213.8200000
1,1,0,Transit,2016,Space,1213.8200000
1,1,0,Transit,2016,Space,1213.8200000
1,1,0,Transit,2016,Space,1213.8200000
1,1,0,Transit,2016,Space,276.3230000
1,1,0,Transit,2016,Space,276.3230000
1,1,0,Transit,2016,Space,276.3230000
1,1,0,Transit,2016,Space,276.3230000
1,1,0,Transit,2016,Space,276.3230000
1,1,0,Transit,2016,Space,276.3230000
1,1,0,Transit,2016,Space,276.3230000
1,1,0,Transit,2016,Space,276.3230000
1,1,0,Transit,2016,Space,276.3230000
1,2,0,Transit,2014,Space,621.8550000
1,2,0,Transit,2014,Space,621.8550000
1,2,0,Transit,2014,Space,621.8550000
1,2,0,Transit,2014,Space,621.8550000
1,2,0,Transit,2014,Space,621.8550000
1,2,0,Transit,2014,Space,621.8550000
1,2,0,Transit,2014,Space,621.8550000
1,2,0,Transit,2014,Space,621.8550000
1,2,0,Transit,2014,Space,621.8550000
1,2,0,Transit,2014,Space,621.8550000
1,2,0,Transit,2014,Space,621.8550000
1,2,0,Transit,2014,Space,621.8550000
1,2,0,Transit,2014,Space,621.8550000
1,2,0,Transit,2014,Space,621.8550000
1,2,0,Transit,2014,Space,621.8550000
1,2,0,Transit,2014,Space,621.8550000
1,2,0,Transit,2014,Space,621.8550000
1,2,0,Transit,2014,Space,621.8550000
1,2,0,Transit,2014,Space,621.8550000
1,2,0,Transit,2014,Space,621.8550000
1,2,0,Transit,2016,Space,340.6910000
1,2,0,Transit,2016,Space,340.6910000
1,2,0,Transit,2016,Space,340.6910000
1,2,0,Transit,2016,Space,340.6910000
1,2,0,Transit,2016,Space,340.6910000
1,2,0,Transit,2016,Space,340.6910000
1,2,0,Transit,2016,Space,340.6910000
1,2,0,Transit,2016,Space,340.6910000
1,2,0,Transit,2016,Space,340.6910000
1,2,0,Transit,2016,Space,340.6910000
1,2,0,Transit,2016,Space,340.6910000
1,2,0,Transit,2016,Space,340.6910000
1,2,0,Transit,2016,Space,340.6910000
1,2,0,Transit,2016,Space,340.6910000
1,2,0,Transit,2016,Space,340.6910000
1,2,0,Transit,2016,Space,340.6910000
1,2,0,Transit,2016,Space,340.6910000
1,2,0,Transit,2016,Space,340.6910000
1,2,0,Transit,2016,Space,340.6910000
1,1,0,Transit,2016,Space,202.7820000
1,1,0,Transit,2016,Space,202.7820000
1,1,0,Transit,2016,Space,202.7820000
1,1,0,Transit,2016,Space,202.7820000
1,1,0,Transit,2016,Space,202.7820000
1,1,0,Transit,2016,Space,202.7820000
1,1,0,Transit,2016,Space,202.7820000
1,1,0,Transit,2016,Space,202.7820000
1,1,0,Transit,2016,Space,202.7820000
1,1,0,Transit,2016,Space,670.8290000
1,1,0,Transit,2016,Space,670.8290000
1,1,0,Transit,2016,Space,670.8290000
1,1,0,Transit,2016,Space,670.8290000
1,1,0,Transit,2016,Space,670.8290000
1,1,0,Transit,2016,Space,670.8290000
1,1,0,Transit,2016,Space,670.8290000
1,1,0,Transit,2016,Space,670.8290000
1,1,0,Transit,2016,Space,670.8290000
1,1,0,Transit,2016,Space,593.3840000
1,1,0,Transit,2016,Space,593.3840000
1,1,0,Transit,2016,Space,593.3840000
1,1,0,Transit,2016,Space,593.3840000
1,1,0,Transit,2016,Space,593.3840000
1,1,0,Transit,2016,Space,593.3840000
1,1,0,Transit,2016,Space,593.3840000
1,1,0,Transit,2016,Space,593.3840000
1,1,0,Transit,2016,Space,593.3840000
1,1,0,Transit,2016,Space,593.3840000
1,1,0,Transit,2016,Space,1119.4500000
1,1,0,Transit,2016,Space,1119.4500000
1,1,0,Transit,2016,Space,1119.4500000
1,1,0,Transit,2016,Space,1119.4500000
1,1,0,Transit,2016,Space,1119.4500000
1,1,0,Transit,2016,Space,1119.4500000
1,1,0,Transit,2016,Space,1119.4500000
1,1,0,Transit,2016,Space,1119.4500000
1,1,0,Transit,2016,Space,1119.4500000
1,1,0,Transit,2016,Space,911.2690000
1,1,0,Transit,2016,Space,911.2690000
1,1,0,Transit,2016,Space,911.2690000
1,1,0,Transit,2016,Space,911.2690000
1,1,0,Transit,2016,Space,911.2690000
1,1,0,Transit,2016,Space,911.2690000
1,1,0,Transit,2016,Space,911.2690000
1,1,0,Transit,2016,Space,911.2690000
1,1,0,Transit,2016,Space,911.2690000
1,1,0,Transit,2016,Space,845.2280000
1,1,0,Transit,2016,Space,845.2280000
1,1,0,Transit,2016,Space,845.2280000
1,1,0,Transit,2016,Space,845.2280000
1,1,0,Transit,2016,Space,845.2280000
1,1,0,Transit,2016,Space,845.2280000
1,1,0,Transit,2016,Space,845.2280000
1,1,0,Transit,2016,Space,845.2280000
1,1,0,Transit,2016,Space,845.2280000
1,1,0,Transit,2016,Space,1015.6900000
1,1,0,Transit,2016,Space,1015.6900000
1,1,0,Transit,2016,Space,1015.6900000
1,1,0,Transit,2016,Space,1015.6900000
1,1,0,Transit,2016,Space,1015.6900000
1,1,0,Transit,2016,Space,1015.6900000
1,1,0,Transit,2016,Space,1015.6900000
1,1,0,Transit,2016,Space,1015.6900000
1,1,0,Transit,2016,Space,1015.6900000
1,1,0,Transit,2016,Space,546.9980000
1,1,0,Transit,2016,Space,546.9980000
1,1,0,Transit,2016,Space,546.9980000
1,1,0,Transit,2016,Space,546.9980000
1,1,0,Transit,2016,Space,546.9980000
1,1,0,Transit,2016,Space,546.9980000
1,1,0,Transit,2016,Space,546.9980000
1,1,0,Transit,2016,Space,546.9980000
1,1,0,Transit,2016,Space,546.9980000
1,1,0,Transit,2016,Space,614.8590000
1,1,0,Transit,2016,Space,614.8590000
1,1,0,Transit,2016,Space,614.8590000
1,1,0,Transit,2016,Space,614.8590000
1,1,0,Transit,2016,Space,614.8590000
1,1,0,Transit,2016,Space,614.8590000
1,1,0,Transit,2016,Space,614.8590000
1,1,0,Transit,2016,Space,614.8590000
1,1,0,Transit,2016,Space,614.8590000
2,2,0,Transit,2014,Space,420.8180000
2,2,0,Transit,2014,Space,420.8180000
2,2,0,Transit,2014,Space,420.8180000
2,2,0,Transit,2014,Space,420.8180000
2,2,0,Transit,2014,Space,420.8180000
2,2,0,Transit,2014,Space,420.8180000
2,2,0,Transit,2014,Space,420.8180000
2,2,0,Transit,2014,Space,420.8180000
2,2,0,Transit,2014,Space,420.8180000
2,2,0,Transit,2014,Space,420.8180000
2,2,0,Transit,2014,Space,420.8180000
2,2,0,Transit,2014,Space,420.8180000
2,2,0,Transit,2014,Space,420.8180000
2,2,0,Transit,2014,Space,420.8180000
2,2,0,Transit,2014,Space,420.8180000
2,2,0,Transit,2014,Space,420.8180000
2,2,0,Transit,2014,Space,420.8180000
2,2,0,Transit,2014,Space,420.8180000
2,2,0,Transit,2014,Space,420.8180000
2,2,0,Transit,2014,Space,420.8180000
2,2,0,Transit,2014,Space,420.8180000
2,2,0,Transit,2014,Space,420.8180000
2,2,0,Transit,2014,Space,420.8180000
2,2,0,Transit,2014,Space,420.8180000
1,1,0,Transit,2016,Space,1516.2700000
1,1,0,Transit,2016,Space,1516.2700000
1,1,0,Transit,2016,Space,1516.2700000
1,1,0,Transit,2016,Space,1516.2700000
1,1,0,Transit,2016,Space,1516.2700000
1,1,0,Transit,2016,Space,1516.2700000
1,1,0,Transit,2016,Space,1516.2700000
1,1,0,Transit,2016,Space,1516.2700000
1,1,0,Transit,2016,Space,1516.2700000
1,1,0,Transit,2016,Space,1516.2700000
1,1,0,Transit,2016,Space,389.1430000
1,1,0,Transit,2016,Space,389.1430000
1,1,0,Transit,2016,Space,389.1430000
1,1,0,Transit,2016,Space,389.1430000
1,1,0,Transit,2016,Space,389.1430000
1,1,0,Transit,2016,Space,389.1430000
1,1,0,Transit,2016,Space,389.1430000
1,1,0,Transit,2016,Space,389.1430000
1,1,0,Transit,2016,Space,389.1430000
1,1,0,Transit,2016,Space,731.2980000
1,1,0,Transit,2016,Space,731.2980000
1,1,0,Transit,2016,Space,731.2980000
1,1,0,Transit,2016,Space,731.2980000
1,1,0,Transit,2016,Space,731.2980000
1,1,0,Transit,2016,Space,731.2980000
1,1,0,Transit,2016,Space,731.2980000
1,1,0,Transit,2016,Space,731.2980000
1,1,0,Transit,2016,Space,731.2980000
1,1,0,Transit,2016,Space,731.2980000
1,1,0,Transit,2016,Space,541.7140000
1,1,0,Transit,2016,Space,541.7140000
1,1,0,Transit,2016,Space,541.7140000
1,1,0,Transit,2016,Space,541.7140000
1,1,0,Transit,2016,Space,541.7140000
1,1,0,Transit,2016,Space,541.7140000
1,1,0,Transit,2016,Space,541.7140000
1,1,0,Transit,2016,Space,541.7140000
1,1,0,Transit,2016,Space,541.7140000
1,1,0,Transit,2016,Space,1056.9000000
1,1,0,Transit,2016,Space,1056.9000000
1,1,0,Transit,2016,Space,1056.9000000
1,1,0,Transit,2016,Space,1056.9000000
1,1,0,Transit,2016,Space,1056.9000000
1,1,0,Transit,2016,Space,1056.9000000
1,1,0,Transit,2016,Space,1056.9000000
1,1,0,Transit,2016,Space,1056.9000000
1,1,0,Transit,2016,Space,1056.9000000
1,2,0,Transit,2016,Space,840.1280000
1,2,0,Transit,2016,Space,840.1280000
1,2,0,Transit,2016,Space,840.1280000
1,2,0,Transit,2016,Space,840.1280000
1,2,0,Transit,2016,Space,840.1280000
1,2,0,Transit,2016,Space,840.1280000
1,2,0,Transit,2016,Space,840.1280000
1,2,0,Transit,2016,Space,840.1280000
1,2,0,Transit,2016,Space,840.1280000
1,2,0,Transit,2016,Space,840.1280000
1,2,0,Transit,2016,Space,840.1280000
1,2,0,Transit,2016,Space,840.1280000
1,2,0,Transit,2016,Space,840.1280000
1,2,0,Transit,2016,Space,840.1280000
1,2,0,Transit,2016,Space,840.1280000
1,2,0,Transit,2016,Space,840.1280000
1,2,0,Transit,2016,Space,840.1280000
1,2,0,Transit,2016,Space,840.1280000
1,1,0,Transit,2016,Space,465.8260000
1,1,0,Transit,2016,Space,465.8260000
1,1,0,Transit,2016,Space,465.8260000
1,1,0,Transit,2016,Space,465.8260000
1,1,0,Transit,2016,Space,465.8260000
1,1,0,Transit,2016,Space,465.8260000
1,1,0,Transit,2016,Space,465.8260000
1,1,0,Transit,2016,Space,465.8260000
1,1,0,Transit,2016,Space,465.8260000
1,1,0,Transit,2016,Space,401.4840000
1,1,0,Transit,2016,Space,401.4840000
1,1,0,Transit,2016,Space,401.4840000
1,1,0,Transit,2016,Space,401.4840000
1,1,0,Transit,2016,Space,401.4840000
1,1,0,Transit,2016,Space,401.4840000
1,1,0,Transit,2016,Space,401.4840000
1,1,0,Transit,2016,Space,401.4840000
1,1,0,Transit,2016,Space,401.4840000
1,1,0,Transit,2016,Space,1635.8200000
1,1,0,Transit,2016,Space,1635.8200000
1,1,0,Transit,2016,Space,1635.8200000
1,1,0,Transit,2016,Space,1635.8200000
1,1,0,Transit,2016,Space,1635.8200000
1,1,0,Transit,2016,Space,1635.8200000
1,1,0,Transit,2016,Space,1635.8200000
1,1,0,Transit,2016,Space,1635.8200000
1,1,0,Transit,2016,Space,1635.8200000
1,1,0,Transit,2016,Space,1236.5600000
1,1,0,Transit,2016,Space,1236.5600000
1,1,0,Transit,2016,Space,1236.5600000
1,1,0,Transit,2016,Space,1236.5600000
1,1,0,Transit,2016,Space,1236.5600000
1,1,0,Transit,2016,Space,1236.5600000
1,1,0,Transit,2016,Space,1236.5600000
1,1,0,Transit,2016,Space,1236.5600000
1,1,0,Transit,2016,Space,1236.5600000
1,1,0,Transit,2016,Space,1236.5600000
1,2,0,Transit,2014,Space,302.9790000
1,2,0,Transit,2014,Space,302.9790000
1,2,0,Transit,2014,Space,302.9790000
1,2,0,Transit,2014,Space,302.9790000
1,2,0,Transit,2014,Space,302.9790000
